"Freq [GHz]","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.3mm' w4='0.21mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.3mm' w4='0.22mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.3mm' w4='0.21mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.3mm' w4='0.22mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.3mm' w4='0.21mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.3mm' w4='0.22mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.3mm' w4='0.21mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.3mm' w4='0.22mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.3mm' w4='0.21mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.3mm' w4='0.22mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.3mm' w4='0.21mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.3mm' w4='0.22mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.3mm' w4='0.21mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.3mm' w4='0.22mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.3mm' w4='0.21mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.3mm' w4='0.22mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.3mm' w4='0.21mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.3mm' w4='0.22mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.3mm' w4='0.21mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.3mm' w4='0.22mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.3mm' w4='0.21mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.3mm' w4='0.22mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.3mm' w4='0.21mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.3mm' w4='0.22mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.3mm' w4='0.21mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.3mm' w4='0.22mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.3mm' w4='0.21mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.3mm' w4='0.22mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.3mm' w4='0.21mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.3mm' w4='0.22mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.3mm' w4='0.21mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.3mm' w4='0.22mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.29mm' w4='0.21mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.29mm' w4='0.22mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.29mm' w4='0.21mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.29mm' w4='0.22mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.29mm' w4='0.21mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.29mm' w4='0.22mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.29mm' w4='0.21mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.29mm' w4='0.22mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.29mm' w4='0.21mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.29mm' w4='0.22mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.29mm' w4='0.21mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.29mm' w4='0.22mm' w5='2mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.29mm' w4='0.21mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.29mm' w4='0.22mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.29mm' w4='0.21mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.29mm' w4='0.22mm' w5='2.01mm' w6='0.83mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.29mm' w4='0.21mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.29mm' w4='0.22mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.29mm' w4='0.21mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.29mm' w4='0.22mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.29mm' w4='0.21mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1.01mm' l6='-1.29mm' w4='0.22mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.29mm' w4='0.21mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1.01mm' l6='-1.29mm' w4='0.22mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.29mm' w4='0.21mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.29mm' w4='0.22mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.29mm' w4='0.21mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.29mm' w4='0.22mm' w5='2mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.29mm' w4='0.21mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.6mm' l5='-1mm' l6='-1.29mm' w4='0.22mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.29mm' w4='0.21mm' w5='2.01mm' w6='0.84mm'","dB(S(1,1)) [] - l4='-0.59mm' l5='-1mm' l6='-1.29mm' w4='0.22mm' w5='2.01mm' w6='0.84mm'"
60,-22.7936002620626,-25.1719564938015,-22.3925947210551,-24.6691009391035,-20.5550121860951,-22.505488760261,-20.9908513940458,-23.0725916723686,-27.1399569472479,-29.6785337016784,-27.4943634014679,-28.6314573510515,-26.7764786573582,-28.6307192599088,-27.3519965320424,-29.5802634810153,-22.9208991556924,-24.1515222224675,-21.7786993517915,-22.4193720162177,-20.0635185977953,-21.3481170440652,-20.8247395331251,-23.6363426833499,-28.0984365222303,-28.8387845976781,-26.9402431383972,-30.4712616037888,-27.0935222164079,-32.2655275641594,-27.8580482319988,-33.479341586863,-28.5503173882694,-30.1065449523868,-28.6575017412209,-31.6854414622949,-26.4109821154834,-32.7777217809337,-27.3362199757549,-31.8541760295188,-19.6948603646041,-19.50321527289,-18.3134044553789,-19.5481892424767,-20.302007482907,-20.9417348892685,-20.1984833145579,-21.2929732085857,-29.0008440520851,-34.3740467414057,-28.8344853654619,-32.273538018564,-27.1798399186806,-31.8285619698833,-27.6478746301765,-31.4918003740514,-20.9299989477774,-20.0641069862341,-19.4354335519471,-20.3868197970451,-20.5825380867875,-20.2036779183168,-19.6962376261236,-21.7694213204458
61,-8.48614155151569,-8.79779846770901,-8.43630295614284,-8.74691433275921,-8.11632469348442,-8.44533173021683,-8.20123491596725,-8.54430128021755,-9.95371532410975,-10.307468804072,-10.0724173635054,-10.560475076726,-9.5024034072057,-10.1214522296374,-9.84401847978763,-10.2471421718498,-8.51956886757075,-8.70907980169793,-8.34142099789028,-8.4844314123186,-8.03020980566996,-8.27586175190254,-8.18648015054544,-8.65497617583682,-9.71772213969455,-10.5193418409621,-10.2750928697002,-10.4122081890213,-9.79798332093149,-9.82965406527085,-9.61413310050393,-9.94866449751798,-9.90144674141875,-10.3640659566542,-9.86595941717326,-10.2166784092671,-9.45575448481506,-9.82046400275808,-9.68963732964531,-9.7223579963274,-11.7870206791594,-12.3480949901541,-12.5479227074875,-12.3819305713192,-11.5097339646987,-11.6294017359818,-11.4793267376052,-11.6782443870913,-9.70636291490217,-10.0144816738872,-9.94934822001188,-10.3238916769542,-9.38021828004488,-9.87113198590064,-9.59159605446833,-9.62271702470881,-11.4954574618744,-12.2019250403831,-12.0739679145432,-12.1782960686678,-11.497049049179,-11.9915544402961,-11.8043731791403,-11.6007991387184
62,-4.97296769853341,-5.12481439737899,-4.96356438654254,-5.10762228549376,-4.82373075158896,-4.9821760729873,-4.85816240571246,-5.0254368345785,-5.49274799533823,-5.66155594939498,-5.54647649536808,-5.76457708986328,-5.32047800562817,-5.57967679021307,-5.45878585127382,-5.64099007847028,-4.99406795993987,-5.10493520259299,-4.92746481550646,-5.02327005935466,-4.79277201556932,-4.91652196225799,-4.86251296405312,-5.08247105842212,-5.42074263960829,-5.75172575294386,-5.6352010225465,-5.72357069706895,-5.44190952419562,-5.49265813556624,-5.38735292637782,-5.54765504824091,-5.51085323591164,-5.71733948891031,-5.50315523851569,-5.66726947089106,-5.33216180664318,-5.51041086822514,-5.43704209718983,-5.47107836683478,-6.13093680908181,-6.35173277265953,-6.38611440403707,-6.37569369016508,-6.03148804486057,-6.09892609964383,-6.02286562383286,-6.13841983204578,-5.44683610306394,-5.59576867288077,-5.54186904641455,-5.72347065433961,-5.31725842205299,-5.52993032446796,-5.41243783628929,-5.45249274265094,-6.04378375966068,-6.31397320500466,-6.25058810285217,-6.32892227906624,-6.04448409077575,-6.24083639950331,-6.1552610908347,-6.12144953203041
63,-3.57238069885325,-3.66792911525381,-3.57433382299205,-3.65983285415196,-3.50058951107306,-3.5926809040798,-3.5185814604667,-3.61587889758566,-3.80845888151406,-3.9080843880783,-3.83869015359653,-3.96367669042952,-3.72194007803503,-3.86289792478704,-3.79644013014049,-3.9020349460614,-3.58875506600278,-3.66428929666027,-3.56040715710435,-3.62794880830798,-3.48827069349629,-3.56201080263427,-3.52505161398389,-3.65215278938714,-3.77725466765296,-3.95528042061057,-3.88666112284989,-3.94686889645961,-3.78562412280839,-3.83277530125456,-3.76706309810781,-3.86408845308647,-3.83423489694453,-3.95263833403313,-3.8322923576945,-3.93243964624438,-3.74305182845112,-3.8507639173341,-3.80264356475216,-3.83189536265744,-4.10612479227734,-4.2277652113637,-4.2267893437294,-4.24286513875778,-4.05731762960122,-4.10255299057683,-4.05444994102088,-4.13179090527671,-3.8055747997006,-3.89776169153341,-3.85308744468405,-3.96432101227911,-3.74200626863433,-3.86064296330226,-3.79648383472043,-3.83250662999443,-4.07033800149855,-4.2144189463504,-4.17182480310974,-4.23185521019164,-4.06836118654838,-4.17709997291276,-4.12628246986403,-4.13105698733036
64,-2.93349660300462,-3.0053033373859,-2.93997604157481,-3.00065145436436,-2.89613114328941,-2.95709422124497,-2.90811453494932,-2.97121696580305,-3.05838759732128,-3.12520580259473,-3.07864533162984,-3.16177897415832,-3.00811326509387,-3.09914435966266,-3.05651240417283,-3.12781007930239,-2.94752333277354,-3.00570869116497,-2.93666603786937,-2.9884367797079,-2.89180806967687,-2.94165771777099,-2.91341363590629,-2.99857764995515,-3.03977209151639,-3.15407442718342,-3.10764773638414,-3.15281054753062,-3.04604108557935,-3.08795952472037,-3.041532455703,-3.10867757175393,-3.0826857484888,-3.16396651117642,-3.08302738535449,-3.15696524023294,-3.03033676176803,-3.10340453044492,-3.06984426027592,-3.09496482457489,-3.22174452619336,-3.30098946432698,-3.2891410354763,-3.30994944403572,-3.19704811495139,-3.22964965812345,-3.19712755803578,-3.25166943168326,-3.06640637473732,-3.13587657030742,-3.09508313934346,-3.17584016957187,-3.03228095862183,-3.10927823836655,-3.06917810663423,-3.10062060248328,-3.20351156532726,-3.29441741960083,-3.26202027891845,-3.30999580872557,-3.20315284654888,-3.2745831823176,-3.2395787896807,-3.25727945606168
65,-2.6251539880871,-2.68393321619697,-2.63449712258903,-2.68151808164814,-2.60545860371755,-2.65060460233007,-2.61599363977277,-2.66028001011131,-2.69925578122134,-2.74781537652455,-2.71508102157008,-2.7768682534598,-2.66674710966803,-2.73398846977044,-2.70362085243062,-2.75771674154839,-2.63613073709317,-2.68505600907025,-2.63467899205607,-2.67799574658091,-2.60373174416624,-2.64131419490135,-2.61832791339498,-2.68314215797786,-2.68428822564921,-2.76875233385327,-2.73419383664853,-2.77167334231051,-2.69110895865064,-2.72818590053119,-2.69373181465011,-2.74490462897723,-2.72025275818265,-2.78328291455948,-2.72299674791062,-2.78406760086679,-2.68848265850654,-2.7423540679554,-2.71828353660462,-2.74070780321721,-2.80025426299608,-2.85873589185429,-2.84314815637685,-2.86413030320027,-2.78868704004545,-2.8142886617935,-2.79150387916564,-2.83247871943402,-2.70904516090268,-2.7686198705242,-2.73046063160346,-2.79612117951759,-2.69037970824586,-2.74575022191428,-2.71953401000558,-2.74729190059849,-2.78906872583922,-2.85413789284912,-2.82695513643563,-2.86819654258943,-2.79031256726208,-2.84446806156048,-2.8170444724349,-2.84055377503359
66,-2.47520388220477,-2.52405191438237,-2.48712606171922,-2.52388679019505,-2.46556674722855,-2.5025313306691,-2.4771268978044,-2.5100256698403,-2.5234078661291,-2.5605926353296,-2.53765676386582,-2.58738717697074,-2.50061285453607,-2.55478780223751,-2.53257582783627,-2.57742226746659,-2.4819979585226,-2.52494221067545,-2.48600306758522,-2.52472717315358,-2.46339132636143,-2.49423824680452,-2.47551746881464,-2.53025427462976,-2.50907171466981,-2.57737673852676,-2.55115610973533,-2.58400501555802,-2.51677197802056,-2.55009919691192,-2.52412667163517,-2.56653388442416,-2.54047352715811,-2.59160170451633,-2.54653970722906,-2.59828614719965,-2.52149178578432,-2.56380710881888,-2.54648762022418,-2.56749430524848,-2.59185315376192,-2.63897151444864,-2.62260069781838,-2.64298459446431,-2.5871405240914,-2.60873658335521,-2.59309263465875,-2.62578334026189,-2.53192561832457,-2.58505074901845,-2.55140877346421,-2.60684899889859,-2.52239055095009,-2.56547235408611,-2.54895111674634,-2.57390557031971,-2.58394970606435,-2.63486457881767,-2.61081836379837,-2.64847950021444,-2.5850023467379,-2.63128759916768,-2.60872135552728,-2.63470186795384
67,-2.40145419022078,-2.44195627961764,-2.41586282057841,-2.44436826653629,-2.39778536653612,-2.43080325554486,-2.41180732458779,-2.43737402467778,-2.43515441044933,-2.46542349563373,-2.45005144829929,-2.49247603112044,-2.41859128071544,-2.46428152989426,-2.44878636563426,-2.48854162185133,-2.40418150005093,-2.44230402804845,-2.41163620511463,-2.44746422072012,-2.39447747053573,-2.42131116802837,-2.4067769652509,-2.45598102972278,-2.42075016646861,-2.47884105575411,-2.46003619759358,-2.48909120944962,-2.42915329192817,-2.46019968464936,-2.44051799420996,-2.4783828062209,-2.44833160395773,-2.48962700125407,-2.45864763920957,-2.50152869609142,-2.43834714865086,-2.47333206013423,-2.46117646368007,-2.48183063722609,-2.48498266158737,-2.52543322424993,-2.50977284628808,-2.53007706404556,-2.48391414168684,-2.50271101260681,-2.49327628174107,-2.52066144768166,-2.44177414187854,-2.48851036137919,-2.46193903936138,-2.5081999619527,-2.43798620585878,-2.47383731248181,-2.46501854978215,-2.48789179576839,-2.47898470834709,-2.52095904332297,-2.49971673821715,-2.53519819160351,-2.47863367995008,-2.5216273457013,-2.50347819963209,-2.53012789436721
68,-2.35770055397582,-2.39206000080966,-2.37431460614153,-2.39742266303916,-2.35735054295707,-2.38883294979668,-2.374553965382,-2.39538542920612,-2.38246915068038,-2.40896804205001,-2.39986360920664,-2.43734122398143,-2.37069975855088,-2.41009116517396,-2.40046015985291,-2.43726341060244,-2.35783734545307,-2.39172086297618,-2.36812577669706,-2.40140658798319,-2.35409816395357,-2.37832827453998,-2.36789943992972,-2.4126110176466,-2.36815970424624,-2.41918571115313,-2.40734717731633,-2.432632797289,-2.377135715211,-2.40645934850543,-2.39235308969269,-2.4275221869284,-2.39233636887506,-2.42540448755222,-2.40744036092591,-2.44218934829993,-2.38896314942592,-2.41897560855561,-2.41125280656218,-2.43216412946539,-2.42077471303559,-2.45691696207859,-2.44315675753398,-2.46412935384799,-2.42236142211725,-2.43857876863192,-2.43508326733243,-2.45892992967972,-2.38756631400372,-2.42791792208759,-2.40973830294852,-2.44752009536969,-2.38747002943318,-2.4184857707398,-2.41662719860802,-2.43777660556001,-2.41627787703923,-2.45166320536711,-2.43395164774011,-2.46734645543594,-2.41471958430624,-2.45625810709116,-2.44241172702813,-2.46915943887209
69,-2.31485548994229,-2.34543843535529,-2.33317166970305,-2.35410015965547,-2.31589154996378,-2.34702691130176,-2.33639514217043,-2.35445326091991,-2.3335552933142,-2.35799759720181,-2.35445979957466,-2.38778609740459,-2.32574899908395,-2.35995997197466,-2.35540689501438,-2.39011498447495,-2.31407688817957,-2.34439115329633,-2.32752527146888,-2.35786507614473,-2.31421264788375,-2.33669332870242,-2.32999110319813,-2.36965104112433,-2.31970520266004,-2.36554878199255,-2.35998406923932,-2.38125212615632,-2.32914538248774,-2.35608125640732,-2.34804547060099,-2.38056728556412,-2.34092906329472,-2.36804395083526,-2.3607193722482,-2.38933956387773,-2.34210967633708,-2.36836331364651,-2.36494534317778,-2.38609964267379,-2.36416594538786,-2.39671408021692,-2.38629814180119,-2.40818663983991,-2.36818888066119,-2.38193446669549,-2.38400290285895,-2.40558353129086,-2.33766068297115,-2.37276688873849,-2.36240859408389,-2.39336272095582,-2.33994583144835,-2.36675114080706,-2.37163720859196,-2.39110782878683,-2.36112757271326,-2.39108239362848,-2.37808368359395,-2.40865725647104,-2.35943601583266,-2.39960099303131,-2.38967542605227,-2.41633738096825
70,-2.25437215562953,-2.28212618165798,-2.27377265523732,-2.29437065637803,-2.25542872615781,-2.28649771473789,-2.27882549936907,-2.29572346624631,-2.26849544395919,-2.29149338047823,-2.29277356750264,-2.32211392341851,-2.26382030969279,-2.29319580103333,-2.29318828230937,-2.32598534136313,-2.25325051730301,-2.2805741356906,-2.27023564185906,-2.29701070717778,-2.25550936379075,-2.27688249196007,-2.27347040705973,-2.30777055048286,-2.25551251581682,-2.2969269756224,-2.29681577207783,-2.31361329098441,-2.26516107318039,-2.28896213644741,-2.28732136270546,-2.31669923999868,-2.27424772078584,-2.29769754210238,-2.29792384436117,-2.32288639192091,-2.27800444107729,-2.30119194321183,-2.30205016769097,-2.32297529644607,-2.29359629134834,-2.32241285006179,-2.31661219835438,-2.33918154808186,-2.29922998563343,-2.3111655393762,-2.3178280614172,-2.3382682111566,-2.27203330042599,-2.30359810691097,-2.29925424179649,-2.32556300022282,-2.27584587663673,-2.29850071770395,-2.30951122900371,-2.32740160427171,-2.29199406073308,-2.31727845965162,-2.31001990529674,-2.33678965088941,-2.29108268743189,-2.32897768802008,-2.32267346999497,-2.3483566459252
71,-2.16633787057907,-2.19003604028173,-2.18621160836986,-2.20596905997965,-2.16667864431888,-2.19735519742205,-2.19213092039275,-2.20911304216594,-2.17658812022537,-2.19848988209932,-2.20315672599939,-2.22895977315889,-2.17428060340437,-2.19865481301118,-2.20292139633826,-2.23380226299259,-2.16418489615476,-2.18842963499221,-2.18414329262395,-2.20687184252302,-2.16701936024601,-2.18775853224083,-2.18748000407021,-2.21712021425701,-2.16499383759032,-2.20174639284185,-2.2063179435241,-2.21820066642779,-2.1744252916373,-2.19520366348108,-2.19916090726981,-2.22529669654075,-2.1816774200814,-2.20253288871836,-2.20791263542753,-2.23065614172518,-2.18635469881758,-2.2071001512513,-2.21180196153036,-2.23194402924408,-2.19754517845789,-2.22284636023035,-2.2216248210766,-2.24486003848788,-2.20320784797996,-2.21449464100274,-2.22417585833412,-2.24435390392294,-2.18008258889843,-2.20905944515851,-2.20901066871082,-2.23214831777776,-2.18482388082065,-2.20369827540356,-2.21939261784465,-2.23608451071955,-2.19718572880939,-2.21847790625125,-2.21727898902627,-2.23960659727078,-2.19726789889668,-2.23180024568592,-2.22920542148987,-2.25229762553689
72,-2.04929408247354,-2.06698894119745,-2.06910450595161,-2.08630276069225,-2.04888793179499,-2.0785852200985,-2.07527286803554,-2.09304090227439,-2.05593464090505,-2.0773089010151,-2.08329733059282,-2.10645388024883,-2.05560179926957,-2.07498702772947,-2.08294136686554,-2.1118447610307,-2.04540586995006,-2.06579842747257,-2.066708127613,-2.08520194085032,-2.0477346413443,-2.06805222762531,-2.07086977156121,-2.09678765260694,-2.04633967665616,-2.07796600271612,-2.08623424503541,-2.09337543555839,-2.05515276699979,-2.07356269236913,-2.08155047396596,-2.10471507289611,-2.06143155487407,-2.07922522251093,-2.08870928514243,-2.10899893934371,-2.06610175161689,-2.08499644663583,-2.09254392360661,-2.11154759955584,-2.07371335497214,-2.09676917914118,-2.09817877396085,-2.12273539118558,-2.0783512017789,-2.08982411593108,-2.10079820233386,-2.12095055907526,-2.06018836249866,-2.08617885324669,-2.089611848925,-2.10963371486454,-2.06545014061161,-2.08124221673154,-2.09976730338356,-2.1157213637626,-2.07417408491306,-2.09215604573957,-2.09626463026413,-2.11427262693783,-2.07518212284285,-2.1057129001999,-2.10681116695485,-2.1264331780061
73,-1.91026255282764,-1.92203199830451,-1.92955127779675,-1.94375196090544,-1.9097622192392,-1.93797002849965,-1.93587182257732,-1.95442831496524,-1.91346613813142,-1.93475226227724,-1.94012650494229,-1.96133759599838,-1.91511719341845,-1.93041087008209,-1.94050065488146,-1.9671732706874,-1.90524887252022,-1.92136592050438,-1.92628765387876,-1.94066971430855,-1.90689813275252,-1.92675652972695,-1.93203754501194,-1.95430092158494,-1.90626719867202,-1.93301546424172,-1.9433074315023,-1.94701042107509,-1.91438402819255,-1.93074587455371,-1.94123917694423,-1.96160423678344,-1.92032071023627,-1.93439717654495,-1.94726350339842,-1.96433474108301,-1.92502725952941,-1.9423562235481,-1.95136179859739,-1.96914338182651,-1.92879283506254,-1.95111614008613,-1.95238190608531,-1.97879478231532,-1.93313061665765,-1.9446378107666,-1.955495909133,-1.97504746542525,-1.91926964993797,-1.9415219317393,-1.94797149887803,-1.96431310131016,-1.92497527762198,-1.93828027868467,-1.95798656991551,-1.9733792514178,-1.92947825029315,-1.9448818977654,-1.95245504477392,-1.96707018114286,-1.93187060929448,-1.95850947579279,-1.96224020630503,-1.9794911821654
74,-1.76375589457489,-1.77269650303844,-1.78211390880494,-1.7951509198595,-1.76433312115733,-1.79085457472185,-1.78908026430118,-1.80778081211361,-1.76385255807748,-1.78474054830165,-1.78835066125481,-1.80764176206432,-1.76754608554369,-1.7804263189453,-1.79034308027534,-1.81433482552111,-1.75924530264912,-1.77213730593371,-1.77954205194107,-1.79031798372727,-1.76104116590693,-1.78037458498606,-1.78639013465836,-1.80450446306408,-1.75878922456287,-1.78182541038198,-1.79184823263522,-1.79418904066441,-1.7666880569269,-1.7808532008935,-1.79240997331608,-1.81009723771058,-1.77251178871105,-1.7839045804888,-1.79802568069456,-1.81249340457569,-1.77815271929526,-1.7937870323427,-1.80265352980868,-1.8194367699486,-1.77722054744008,-1.79855502422396,-1.79850137225853,-1.82541525484336,-1.78310317595007,-1.79416244900393,-1.80375279157172,-1.82181481494703,-1.77137309315846,-1.7905725659787,-1.79851302880052,-1.81172501242873,-1.77803704946861,-1.78929809290548,-1.80875437193332,-1.82349239933685,-1.77747221594611,-1.79116724534748,-1.79967238360404,-1.81224198794042,-1.78233078983087,-1.80581977111097,-1.80989933873449,-1.82689567976053
75,-1.62882387845384,-1.63865563177447,-1.64588123102281,-1.65977945463377,-1.63188217400584,-1.65691604557456,-1.65440944636181,-1.67233380478743,-1.62613952779803,-1.6457502151059,-1.64693498036212,-1.66418180658401,-1.63167589890576,-1.64356879818616,-1.65144531395536,-1.67249728113789,-1.62555821486686,-1.63750354239949,-1.64546351527266,-1.65361180736132,-1.62879232094388,-1.64776808545676,-1.65212187770156,-1.66689205596172,-1.622124619714,-1.64274961490764,-1.65046107706187,-1.65306305213798,-1.63088396766033,-1.64312205990443,-1.65361029850858,-1.66939379585684,-1.63654195486243,-1.64801096332111,-1.6597314469613,-1.67388306215373,-1.64444079151145,-1.65824224512874,-1.66511368162729,-1.681585475041,-1.63778751087336,-1.65487361567805,-1.65550638559274,-1.67885274266293,-1.64584566620696,-1.65733221817721,-1.66427259740231,-1.68048476319561,-1.63475399084163,-1.65347340800313,-1.65987351585535,-1.67225754979815,-1.64359037671465,-1.65367312146375,-1.67106749291104,-1.68529517515095,-1.63695837810044,-1.65000606866395,-1.65688979199401,-1.66860854245409,-1.64517350386674,-1.66651047715776,-1.66859081802758,-1.68578704606384
